id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
332976,tt3503840,0.189135,0,0,Absolution,Steven Seagal|Byron Mann|Josh Barnett|Adina Stetcu|Massimo Dobrovic,,Keoni Waxman,Revenge has its own set of rules,,"When a contract killer (Steven Seagal) encounters a girl on the run from a dangerous mob boss (Vinnie Jones) with powerful political ties, running a human trafficking operation, he is torn between protecting the girl, and remaining loyal to the government agency that hired him.",95,Thriller|Action|Adventure|Crime,Steamroller Productions|Actionhouse,5/4/15,21,5,2015,0,0
10886,tt0494271,0.310063,8000000,0,La Sconosciuta,Kseniya Rappoport|Michele Placido|Piera Degli Esposti|Claudia Gerini|Margherita Buy,http://www.dieunbekannte.senator.de/,Giuseppe Tornatore,,italy|prostitute|cleaning lady|suppressed past|ukrainian,"Giuseppe Tornatore's suspenseful thriller ""The Unknown Woman"" won five David di Donatello's for Best Film, Best Director, Best Actress, Best Music, and Best Cinematography. Irena, a Ukrainian woman coming to Italy looking for a job as a maid. She does everything she to become a beloved nanny for an adorable little girl Thea. However, that is just the very beginning of her unknown journey.",118,Drama|Mystery,Manigolda Film|Medusa Film,10/9/06,21,7.5,2006,8653353.26633258,0
11223,tt0077355,0.469314,0,0,Coma,GeneviÃ¨ve Bujold|Michael Douglas|Elizabeth Ashley|Richard Widmark|Rip Torn,,Michael Crichton,Imagine your life hangs by a thread. Imagine your body hangs by a wire. Imagine you're not imagining.,coma|boston|black market|suspense,A young woman doctor discovers something sinister going on in her hospital. Relatively healthy patients are having 'complications' during simple operations and ending up in comas. The patients are then shipped off to an institute that looks after them. The young doctor suspects there is more to this than meets the eye.,113,Thriller|Mystery|Drama,Metro-Goldwyn-Mayer (MGM),1/6/78,38,6.1,1978,0,0
29979,tt0339147,0.504606999999999,0,371396,Highwaymen,Jim Caviezel|Rhona Mitra|Frankie Faison|Colm Feore|Gordon Currie,,Robert Harmon,"When murder is no accident, revenge is no crime.",car crash|serial killer|series of murders,"James Cray watched as his wife was killed by Fargo, a hit-and-run serial murderer. After severely injuring Fargo and going to prison for several years, James is now determined to avenge his wife's death. He drives across the country looking for Fargo's 1972 Cadillac Eldorado, which the now-disabled killer has turned into a rolling death trap. James' search is helped by a state traffic officer and a singer with her own agenda.",80,Action|Crime|Thriller,New Line Cinema|Cornice Entertainment|Millennium Films,2/13/04,22,5.6,2004,0,428756.403708632
214597,tt2486630,0.170939,8000000,0,Fright Night 2: New Blood,Will Payne|Sean Power|Sacha Parkinson|Chris Waller|Jaime Murray,,Eduardo RodrÃ­guez,New Blood,female nudity|vampire|remake|gore|blood,"By day Gerri Dandridge is a sexy professor, but by night she transforms into a real-life vampire with an unquenchable thirst for human blood. So when a group of high school students travel abroad to study in Romania, they find themselves ensnared in her chilling web of lust and terror. Charlie and â€œEvilâ€ Ed must stop Gerri from drinking and bathing in the blood of a â€œnew moon virgin,â€ which just so happens to be Charlieâ€™s ex-girlfriend, Amy.",99,Horror|Comedy,Gaeta / Rosenzweig Films,8/31/13,46,4.4,2013,7488266.82192339,0
152581,tt2484120,0.602578,0,0,Room on the Broom,Gillian Anderson|Timothy Spall|Sally Hawkins|Rob Brydon|Martin Clunes,,Max Lang|Jan Lachauer,,witch|cat|broom|magic broomstick|dragon,"Animated film based on the wonderful children's picture book written by Julia Donaldson and illustrated by Axel Scheffler.  The story of a kind witch who invites a surprising collection of animals to join her on her broom, much to the frustration of her cat. The gang ultimately saves the witch from a fearsome dragon, and in gratitude she rewards them with a magnificent new broom which has room for everyone.  A magical tale about friendship and family from Magic Light Pictures, the producers of the hugely successful The Gruffalo and The Gruffalo's Child.",25,Family|Animation,Magic Light Pictures,12/25/12,21,6.3,2012,0,0
37495,tt1341167,0.240403,967686,4270000,Four Lions,Riz Ahmed|Nigel Lindsay|Kayvan Novak|Adeel Akhtar|Arsher Ali,http://www.four-lions.co.uk/,Chris Morris,We are 4 Lions.,terrorism|british farce,"Four Lions tells the story of a group of British jihadists who push their abstract dreams of glory to the breaking point. As the wheels fly off, and their competing ideologies clash, what emerges is an emotionally engaging (and entirely plausible) farce. In a storm of razor-sharp verbal jousting and large-scale set pieces, Four Lions is a comic tour de force; it shows that-while terrorism is about ideology-it can also be about idiots.",101,Comedy|Crime|Drama,Film4|Drafthouse Films|Warp Films|Wild Bunch Distribution,5/7/10,262,7,2010,967686,4270000
41582,tt0110557,0.143953,0,16453258,Monkey Trouble,Thora Birch|Harvey Keitel|Mimi Rogers|Christopher McDonald|Robert Miranda,,Franco Amurri,"Eva's new friend has big eyes, hairy feet, and very sticky fingers.",brother sister relationship|pet shop|thief|monkey,"Dodger, a criminal monkey, belongs to a crooked street performer but escapes his life of crime only to end up in the arms of Eva, an innocent little girl whose mother has no idea that her daughter is harboring a fugitive.",96,Comedy|Family,New Line Cinema,3/18/94,14,6.1,1994,0,24204578.0697574
24428,tt0848228,7.637767,220000000,1519557910,The Avengers,Robert Downey Jr.|Chris Evans|Mark Ruffalo|Chris Hemsworth|Scarlett Johansson,http://marvel.com/avengers_movie/,Joss Whedon,Some assembly required.,new york|shield|marvel comic|comic|superhero,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",143,Science Fiction|Action|Adventure,Marvel Studios,4/25/12,8903,7.3,2012,208943741.897494,1443191435.20607
11543,tt0116778,0.642274,27000000,25023434,Kingpin,Woody Harrelson|Randy Quaid|Vanessa Angel|Bill Murray|Chris Elliott,,Bobby Farrelly|Peter Farrelly,You wouldn't want to meet these pinheads in an alley.,sport|handicap|sexual favor|star spangled banner|bowling team,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naÃ¯ve hit the circuit intent on settling an old score with Big Ern.",113,Comedy,Motion Picture Corporation of America|Metro-Goldwyn-Mayer (MGM),7/4/96,126,6.4,1996,37535851.9519268,34787996.8130671
174340,tt2401223,0.205318,0,0,Richard Pryor: Omit the Logic,Mel Brooks|Dave Chappelle|Mike Epps|Whoopi Goldberg|Robin Williams,http://www.magpictures.com/richardpryor/,Marina Zenovich,The True Story of an American Icon,comedian|documentary|taboo|richard pryor|woman director,"In the 1970s, Richard Pryor dropped like a bomb into the sanitized landscape of American television. Raised in his grandmother's Illinois bordello, he became famous for his expletive-filled stand-up routines about the black man trying to survive in the land of whiteys. His transition to television was stormy, and he had to battle to get every scene past the censors. The sacrifices he made to the white establishment contributed to a self-loathing that plagued him throughout adulthood. Seven marriages, and chronic drug abuse fueled endless media interest -- as did Pryor's setting himself on fire whilst freebasing cocaine. A string of friends including Whoopi Goldberg and Robin Williams recount how whenever Pryor was poised on the brink of mega success, his behavior would sabotage him -- for most people to understand the comic legend you need to ""omit the logic"". CN",83,Documentary,"Fresh One Productions|Tarnished Angel, Inc|Club 55 Productions",2/3/15,14,6.7,2015,0,0
32261,tt0098260,0.14877,0,8800000,Scandal,John Hurt|Joanne Whalley|Bridget Fonda|Ian McKellen|Jeroen KrabbÃ©,,Michael Caton-Jones,The story that seduced the world is now the most controversial film of the year.,london|suicide|orgy|nudity|overdose,"An English bon-vivant osteopath is enchanted with a young exotic dancer and invites her to live with him. He serves as friend and mentor, and through his contacts and parties she and her friend meet and date members of the Conservative Party. Eventually a scandal occurs when her affair with the Minister of War goes public, threatening their lifestyles and their freedom.",115,Drama|History|Romance,Miramax Films|Palace Pictures|British Screen Productions,3/3/89,15,5.9,1989,0,15479067.4635806
2990,tt0100318,0.31035,0,29381956,Pacific Heights,Melanie Griffith|Matthew Modine|Michael Keaton|Mako|Nobu McCarthy,,John Schlesinger,Where terror lives.,san francisco|cheating|staircase|attempted murder|con man,A couple works hard to renovate their dream house and become landlords to pay for it. Unfortunately one of their tenants has plans of his own.,102,Crime|Thriller,20th Century Fox|Morgan Creek Productions,9/28/90,38,5.9,1990,0,49035503.4799872
9507,tt0088024,0.190287,0,0,Runaway,Tom Selleck|Cynthia Rhodes|Gene Simmons|Kirstie Alley|Stan Shaw,,Michael Crichton,IT IS THE FUTURE. Machines are being programmed to turn against us. Someone must stop the madman who started it all.,technology|future|chase|revenge|murder,"In the near future, a police officer specializes in malfunctioning robots. When a robot turns out to have been programmed to kill, he begins to uncover a homicidal plot to create killer robots... and his son becomes a target.",100,Thriller|Crime|Science Fiction,TriStar Pictures,12/14/84,31,4.7,1984,0,0
16061,tt1183732,0.27822,0,0,æ±äº¬æ®‹é…·è­¦å¯Ÿ,Eihi Shiina|Itsuji Itao|Yukihide Benny|Jiji BÃ»|Ikuko Sawada,http://www.tokyogorepolice.com/,Yoshihiro Nishimura,Tokyo Is Burning,mutant|police chief|engineer|blood splatter|revenge,"Set in a future-world vision of Tokyo where the police have been privatized and bitter self-mutilation is so casual that advertising is often specially geared to the ""cutter"" demographic, this is the story of samurai-sword-wielding Ruka and her mission to avenge her father's assassination. Ruka is a cop from a squad who's mission is to destroy homicidal mutant humans known as ""engineers"" possessing the ability to transform any injury to a weapon.",110,Adventure|Horror|Action|Science Fiction,Fever Dreams|Nikkatsu,10/3/08,47,5.8,2008,0,0
31160,tt1490530,0.027045,0,0,Alma,,http://almashortfilm.com/,Rodrigo Blaas,,shop|store window|toy shop|child in peril|doll,"Alma, a little girl, skips through the snow covered streets of a small town. Her attention is caught by a strange doll in an antique toy shop window. Fascinated, Alma decides to enter.",6,Animation|Fantasy|Mystery,,1/1/09,28,7.2,2009,0,0
12778,tt0109936,0.41646,0,13145977,Greedy,Michael J. Fox|Kirk Douglas|Nancy Travis|Olivia d'Abo|Phil Hartman,,Jonathan Lynn,"Where thereâ€™s a will, thereâ€™s a relative.",male nudity|tattoo|vandalism|nudity|grandfather,Michael J. Fox stars with Kirk Douglas and Nancy Travis in this wickedly funny comedy of heirs about a backstabbing family desperate to get their piece of a massive inheritance.,113,Comedy,Imagine Entertainment|Universal Pictures,3/4/94,25,5.3,1994,0,19339198.7532035
376823,tt3231100,0.002647,0,0,Trophy Kids,,,Chris Bell,,,"From the director of Bigger Stronger Faster comes an intense look at overbearing parents in sports. The film asks the question ""Do we want what's best for our children? Or do we just want them to be the best?"" Parts of this film were used in the premier of Peter Berg's HBO series State of Play.",107,Documentary,,12/4/13,10,7.8,2013,0,0
22076,tt0327409,0.198046,7000000,0,Alien Hunter,James Spader|Janine Eser|John Lynch|Nikolai Binev|Leslie Stefanson,,Ron Krauss,Earth just got its final warning!,secret lab|airplane|agriculture|womanizer|nuclear explosion,Government agents find evidence of extraterrestrial life at the South Pole.,100,Thriller|Science Fiction|Action,Nu Image Films|Sandstorm Films|Millennium Films,7/19/03,16,4.2,2003,8297468.51347769,0
50601,tt1486193,0.539108,20000000,17479,5 Days of War,Rupert Friend|Val Kilmer|Andy GarcÃ­a|Dean Cain|Emmanuelle Chriqui,,Renny Harlin,Their only weapon is the truth.,number in title|digit in title,"Inspired by the real events of the swift--but devastating--five-day war between Russia and Georgia in 2008, 5 Days of War centers around an American journalist (Rupert Friend) and his cameraman (Richard Coyle) caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia (Emmanuelle Chriqui), a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians.",113,War|Drama,Midnight Sun Pictures|Dispictures|Georgia International Films|Rex Media,4/14/11,29,5.9,2011,19387960.8518294,16944.1083864563
9534,tt0395125,0.229352,6000000,0,Crimen Ferpecto,Guillermo Toledo|MÃ³nica Cervera|Luis Varela|Enrique VillÃ©n|Fernando Tejero,,Ãlex de la Iglesia,,sex|orgy|department store|underwear|ambition,A playboy has the tables turned on him when he finds himself being used as a plaything by an undesirable woman in this black comedy from Spain.,105,Comedy|Thriller|Crime|Foreign,,9/10/04,33,6.5,2004,6926672.39887289,0
14158,tt1117523,0.543629,0,0,Jackass 2.5,Bam Margera|Steve-O|Chris Pontius|Johnny Knoxville|Preston Lacy,,Jeff Tremaine,,disgust|pain|stunt|stuntman|stupidity,"The crew have now set off to finish what as left over from Jackass 2.0, and in this version they have Wee Man use a 'pee' gun on themselves, having a mini motor bike fracas in the grocery mall, a sperm test, a portly crew member disguised as King Kong, as well as include three episodes of their hilarious adventures in India.",64,Comedy|Documentary,Paramount Pictures Digital Entertainment,12/18/07,83,6.1,2007,0,0
50037,tt1534085,0.191889,1100000,0,Beyond the Black Rainbow,Michael Rogers|Scott Hylands|Marilyn Norry|Eva Allan|Rondel Reynoldson,,Panos Cosmatos,Beyond Science. Beyond Sanity. Beyond Control.,commune|suspense|mad doctor|captive|drugged,"Deep within the mysterious Arboria Institute, a disturbed and beautiful girl is held captive by a doctor in search of inner peace. Her mind controlled by a sinister technology. Silently, she waits for her next session with deranged therapist Dr. Barry Nyle. If she hopes to escape, she must journey through the darkest reaches of The Institute, but Nyle wonÊ¼t easily part with his most gifted and dangerous creation.",110,Fantasy|Science Fiction|Horror,Chromewood Productions,12/3/10,30,5.3,2010,1100000,0
16153,tt0071115,0.296865,0,0,Alice Doesn't Live Here Anymore,Ellen Burstyn|Kris Kristofferson|Alfred Lutter|Harvey Keitel|Diane Ladd,,Martin Scorsese,A picture for anyone who has ever dreamed of a second chance!,waitress|widow,A recently widowed woman on the road with her precocious young son determined to make a new life for herself as a singer.,112,Drama|Romance,Warner Bros.,12/9/74,21,6.3,1974,0,0
8831,tt0111438,0.710052,27000000,101646581,Timecop,Jean-Claude Van Damme|Mia Sara|Ron Silver|Bruce McGill|Gloria Reuben,,Peter Hyams,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.,time travel|alternative reality|sci-fi action,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",99,Thriller|Science Fiction|Action|Crime,Universal Pictures|Renaissance Pictures|Dark Horse Entertainment|Largo Entertainment|Signature Pictures,9/15/94,157,5.3,1994,39720012.1631503,149533460.506024
23174,tt1172060,0.101795,11000000,15500000,It's Alive,Bijou Phillips|James Murray|RaphaÃ«l Coleman|Owen Teale|Ty Glaser,,Josef Rusnak,,horror,"It's Alive is a modern remake of the classic 1970s horror film. When a young woman learns that she's pregnant, she leaves graduate school to set up a home with her boyfriend in the country. The fate of the happy new family takes a gruesome turn when animals and people end up brutally dead â€“ all with a strange connection to their newborn. Could their new child be the responsible for the killings?",80,Horror,Alive Productions|Amicus Entertainment,8/15/08,11,4.2,2008,11140652.9719008,15698192.824042
13074,tt0416185,0.369633,0,0,Resurrecting the Champ,Samuel L. Jackson|Josh Hartnett|Alan Alda|Teri Hatcher|Kathryn Morris,,Rod Lurie,,sport,"Up-and-coming sports reporter rescues a homeless man (""Champ"") only to discover that he is, in fact, a boxing legend believed to have passed away. What begins as an opportunity to resurrect Champ's story and escape the shadow of his father's success becomes a personal journey as the ambitious reporter reexamines his own life and his relationship with his family.",112,Drama,Battleplan Productions|Yari Film Group|Alberta Film Entertainment|Phoenix Pictures,6/14/07,26,5.4,2007,0,0
3527,tt0377800,0.35989,11000000,0,Don't Come Knocking,Sam Shepard|Jessica Lange|Sarah Polley|Tim Roth|Gabriel Mann,http://www.dontcomeknocking.com/,Wim Wenders,,,"Howard Spence has seen better days. Once a big Western movie star, he now drowns his disgust for his selfish and failed life with alcohol, drugs and young women. If he were to die now, nobody would shed a tear over him, that's the sad truth. Until one day Howard learns that he might have a child somewhere out there...",123,Drama|Music,Sony Pictures Classics|Reverse Angle International|OcÃ©anic Films|Road Movies Filmproduktion|ZDF/Arte,5/19/05,11,6,2005,12282196.1861994,0
20504,tt1037705,1.624483,80000000,157107755,The Book of Eli,Denzel Washington|Gary Oldman|Michael Gambon|Mila Kunis|Jennifer Beals,,Albert Hughes|Allen Hughes,Some will kill to have it. He will kill to protect it.,book|post-apocalyptic|dystopia|faith|blind,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",118,Action|Thriller|Science Fiction,Alcon Entertainment|Silver Pictures,1/14/10,1506,6.5,2010,80000000,157107755
5919,tt0072308,0.226287,14000000,116000000,The Towering Inferno,Steve McQueen|Paul Newman|Faye Dunaway|Robert Vaughn|William Holden,,John Guillermin,The world's tallest building is on fire. You are there on the 135th floor... no way down... no way out.,skyscraper|firemen|rescue|disaster|trapped,"At the opening party of a colossalâ€”but poorly constructedâ€”office building, a massive fire breaks out that threatens to destroy the tower and everyone in it.",159,Action|Thriller,Twentieth Century Fox Film Corporation|Warner Bros.|Irwin Allen Productions|United Films,12/14/74,72,7.2,1974,61911974.4391991,512984931.067649
117978,tt1790869,0.213853,4000000,0,In Their Skin,Selma Blair|Joshua Close|James D'Arcy|Rachel Miner|Quinn Lord,,Jeremy Power Regimbal,Yours is the life they've chosen.,,"A couple and their young son retreat to their woodland vacation home, only to face sinister neighbors who intend to kill them and steal their identities.",96,Thriller|Horror,Kinosmith|Sepia Films,7/8/12,20,5.2,2012,3798977.12540898,0
178,tt0109303,1.23859,0,30156002,Blown Away,Jeff Bridges|Tommy Lee Jones|Suzy Amis|Lloyd Bridges|Forest Whitaker,http://www.mgm.com/#/our-titles/215/Blown-Away,Stephen Hopkins,5. 4. 3. 2. 1......Time's Up.,terrorist|boston|fireworks|orchestra|anarchist,Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows.,121,Drama|Action|Thriller,Trilogy Entertainment Group|Metro-Goldwyn-Mayer (MGM),7/1/94,53,5.6,1994,0,44362843.1937773
58699,tt1242599,0.195283,17000,101236,Bellflower,Evan Glodell|Jessie Wiseman|Tyler Dawson|Rebekah Brandes|Vincent Grashaw,http://www.coatwolf.com/,Evan Glodell,A love story with apocalyptic stakes.,tattoo|weapon|independent film|gang|medusa,"Two friends spend all their free time building flame-throwers and weapons of mass destruction in hopes that a global apocalypse will occur and clear the runway for their imaginary gang ""Mother Medusa"".",106,Action|Drama|Romance,Coatwolf Productions,4/16/11,24,6.7,2011,16479.766724055,98137.9802397903
13525,tt0428579,0.444525,0,0,Suburban Girl,Sarah Michelle Gellar|Alec Baldwin|Maggie Grace|James Naughton,,Marc Klein,Rewriting her dream in the big city.,new york|library|brother sister relationship|jazz|loss of parents,"Publishing assistant Brett Eisenberg wants to be a big-time editor. However, she lacks self-confidence, a problem that isn't helped by her new, overbearing boss. Brett soon enters into a relationship with Archie, an older man who has plenty of his own issues, including alcoholism, diabetes and a difficult relationship with his daughter. Intent on helping Archie get past his problems, she turns to her dying father for advice.",97,Comedy|Drama|Romance,OddLot Entertainment,4/27/07,19,5.1,2007,0,0
130150,tt1967545,1.055997,18000000,20275812,Labor Day,Josh Brolin|Kate Winslet|Gattlin Griffith|Tobey Maguire|Tom Lipinski,,Jason Reitman,,escaped convict|depressed mom,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.",111,Drama,Mr. Mudd Production|Indian Paintbrush|Right of Way Films,12/27/13,189,6.6,2013,16848600.3493276,18978836.2858945
805,tt0063522,0.724527,3200000,33395426,Rosemary's Baby,Mia Farrow|John Cassavetes|Ruth Gordon|Sidney Blackmer|Maurice Evans,,Roman Polanski,Pray for Rosemary's Baby,commercial|anti-christ|contemporary setting|laundry|occult,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,136,Horror|Drama|Mystery,Paramount Pictures|William Castle Productions,6/12/68,448,7.3,1968,20060683.5677925,209354710.49926
22345,tt0118665,0.116694,12000000,36450736,Baby Geniuses,Kathleen Turner|Christopher Lloyd|Kim Cattrall|Peter MacNicol|Dom DeLuise,,Bob Clark,Think innocent. Think helpless. Think again. Naps are history.,baby|genius|toddler,"Scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.",97,Comedy|Family|Science Fiction,TriStar Pictures|Crystal Sky Worldwide|Triumph,3/12/99,34,3.8,1999,15708634.1591318,47715939.7212581
10743,tt0310910,0.709596,0,0,Confidence,Edward Burns|Rachel Weisz|Morris Chestnut|Dustin Hoffman|Andy GarcÃ­a,,James Foley,It's not about the money. It's about the money.,grifter|con|big con|con game|premarital sex,"What Jake Vig doesn't know just might get him killed. A sharp and polished grifter, Jake has just swindled thousands of dollars from the unsuspecting Lionel Dolby with the help of his crew. It becomes clear that Lionel wasn't just any mark, he was an accountant for eccentric crime boss Winston King. Jake and his crew will have to stay one step ahead of both the criminals and the cops to finally settle their debt.",97,Action|Comedy|Thriller|Crime,Lionsgate,4/25/03,68,6.3,2003,0,0
312831,tt2474976,0.719407,0,0,The Hallow,Joseph Mawle|Bojana NovakoviÄ‡|Michael McElhatton|Gary Lydon|Stuart Graham,http://www.corinhardy.com/the-woods/,Corin Hardy,Nature has a dark side.,baby|fairy tale|tree|transformation|mill,A family who moved into a remote mill house in Ireland finds themselves in a fight for survival with demonic creatures living in the woods.,97,Fantasy|Horror,Prescience|Bord Scannan na hEireann / Irish Film Board|Fantastic Films|Altitude Film Entertainment|Occupant Entertainment,11/6/15,122,4.9,2015,0,0
245859,tt2141751,0.378725,0,0,God Help the Girl,Emily Browning|Olly Alexander|Hannah Murray|Pierre Boulanger|Cora Bissett,,Stuart Murdoch,,,"Eve is a catastropheâ€”low on self-esteem but high on fantasy, especially when it comes to music. Over the course of one Glasgow summer, she meets two similarly rootless souls: posh Cass and fastidious James, and together they form a group.",111,Comedy|Drama|Music,HanWay Films|Barry Mendel Productions|British Film Company,8/22/14,74,6.7,2014,0,0
59110,tt1571409,0.180217,0,0,Parked,Colm Meaney|Colin Morgan|Milka Ahlroth|Stuart Graham|Michael McElhatton,http://www.parkedmovie.com/,Darragh Byrne,Sometimes the person you least expect can help you find your way home.,drug addiction,"Fred Daly returns to Ireland with nowhere to live but his car. Then dope-smoking 21-year-old Cathal parks beside him, and brightens up his lonely world. Encouraged by Cathal, Fred meets attractive music teacher Jules. Growing closer, these three outsiders are set on a course that will change their lives forever.",94,Drama,BÃ³rd ScannÃ¡n na hÃ‰ireann|Helsinki Filmi Oy|Ripple World Pictures|Radio TelefÃ­s Ã‰ireann (RTÃ‰)|Suomen ElokuvasÃ¤Ã¤tiÃ¶,9/1/10,10,5.6,2010,0,0
75204,tt1959409,0.415272,4275000,0,Imaginaerum,Madison McAleer|Tuomas Lauri Johannes Holopainen|Marco Hietala|Anette Olzon|Emppu Vuorinen,http://www.imaginaerum.com/,Stobe Harju,,musical,"Imaginaerum tells the story of an elderly composer, Tom, who suffers from severe dementia. As he has had the disease for years and has regressed into childhood, he remembers practically nothing from his adult life. His music, friends, all his past including the memory of his daughter are a blur in his fragile mind. All he has left is the imagination of a ten year old boy. As he drifts away into coma, it seems impossible to get back what he has lost. Or is it?",80,Fantasy|Drama,Capelight Pictures|Al!ve AG,11/10/12,35,6,2012,4060156.80278085,0
255798,tt3339674,0.472728,0,0,Burying the Ex,Anton Yelchin|Ashley Greene|Alexandra Daddario|Oliver Cooper|Dick Miller,,Joe Dante,Some relationships just won't die.,,"It seemed like a great idea when all-around nice guy Max and his beautiful girlfriend, Evelyn moved in together. But when Evelyn turns out to be a controlling, manipulative nightmare, Max knows itâ€™s time to call it quits. Thereâ€™s just one problem: heâ€™s terrified of breaking up with her. Fate steps in when Evelyn is the victim of a fatal, freak accident, leaving Max single and ready to mingle. Just as Max is thinking about moving on with what could be his dream girl, Olivia â€“ Evelyn has returned from the grave and is determined to get her boyfriend back...even if that means transforming him into one of the undead.",89,Comedy|Horror,Voltage Pictures|ArtImage Entertainment|Scooty Woop Entertainment,9/4/14,78,5.2,2014,0,0
9909,tt0112792,0.235135,0,180000000,Dangerous Minds,Michelle Pfeiffer|George Dzundza|Courtney B. Vance|Robin Bartlett|John Neville,,John N. Smith,She broke the rules... and changed their lives.,rap|karate|high school|naval officer|teacher,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",99,Drama|Crime,Hollywood Pictures|Via Rosa Productions|Don Simpson/Jerry Bruckheimer Films,8/11/95,128,6.5,1995,0,257574036.079253
8457,tt0817538,0.675717,40000000,0,Drillbit Taylor,Owen Wilson|Leslie Mann|Josh Peck|David Dorfman|Nate Hartley,http://www.drillbittaylor.com/,Steven Brill,You get what you pay for,prison|jealousy|homeless person|beach|parents kids relationship,"Three kids hire a low-budget bodyguard to protect them from the playground bully, not realising he is just a homeless beggar and petty thief looking for some easy cash.",102,Comedy,Paramount Pictures|Apatow Productions,3/20/08,137,5.3,2008,40511465.3523667,0
270221,tt3301196,0.145356,232000,0,Neverlake,Daisy Keeping|Joy Tanner|Martin Kashirokov|Lisa Ruth Andreozzi|Alice Belardi,http://www.onemorepictures.it/en/film/neverlake/,Riccardo Paoletti,Horror is nothing more than truth,legend|spirit,"On a trip home to visit her father, Jenny is thrown into a world of mystery, horror and legend when she is called upon by 3000 year old spirits of the Neverlake to help return their lost artifacts and save the lives of missing children.",86,Horror|Drama|Mystery,One More Pictures,12/13/13,10,4,2013,217159.737835778,0
261375,tt2272918,0.445011,0,0,Flying Home,Jamie Dornan|Charlotte De Bruyne|Jan Decleir|Ali Suliman|Josse De Pauw,,Dominique Deruddere,,grandfather|betrayal|pigeon,"Colin, an ambitious young American businessman, has a deal with a potential client, a rich Arab sheikh who is a passionate pigeon fancier. The sheikh has tried several times to buy a champion pigeon, but the owner continues to stubbornly refuse his offer. In an attempt to gain the trust of the Sheikh, Colin offers him a deal: if he manages to convince the owner to sell the champion pigeon, the sheikh will agree to do business with Colin's company. But when Colin meets Jos, the grumpy owner of the pigeon, and Isabella, his granddaughter, he realizes that this mission will not be as easy as he had hoped.",96,Romance,Kanakna Productions|Otomatic|Twenty Four 9 Films,4/2/14,48,6.3,2014,0,0
1908,tt0053946,0.162753,0,0,Inherit the Wind,Spencer Tracy|Fredric March|Gene Kelly|Dick York|Donna Anderson,,Stanley Kramer,"It's all about the fabulous ""Monkey Trial"" that rocked America!",politician|teacher|lawyer|trial|courtroom,This gripping adaptation of the Jerome Lawrence-Robert E. Lee play examines an issue that still causes great controversy: the role religion should play in the schools.,128,Drama|History,Stanley Kramer Productions,6/24/60,30,6.8,1960,0,0
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Harrison Ford|Mark Hamill|Carrie Fisher|Adam Driver|Daisy Ridley,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Action|Adventure|Science Fiction|Fantasy,Lucasfilm|Truenorth Productions|Bad Robot,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
17689,tt0076070,0.49548,5500000,26414658,The Gauntlet,Clint Eastwood|Sondra Locke|Pat Hingle|William Prince|Bill McKinney,,Clint Eastwood,Clint Eastwood is the man in the middle of The Gauntlet,ambush|prostitute|helicopter|showdown|bus,Phoenix cop Ben Shockley is well on his way to becoming a derelict when he is assigned to transport a witness named Gus Mally from Vegas. Mally turns out to be a belligerent prostitute with mob ties and incriminating information regarding a high-placed figure.,109,Drama|Action|Crime|Thriller,Malpaso Productions|Warner Bros.,12/21/77,45,6.7,1977,19787795.6791369,95034155.5342327
